annual_income,loan_purpose,loan_amount,interest_rate
42000,debt_consolidation,10000,16.02
100000,debt_consolidation,28000,18.06
35000,credit_card,7825,5.31
78648,debt_consolidation,10000,20
60600,credit_card,24000,13.59
65000,debt_consolidation,33600,9.93
75000,credit_card,14000,10.9
70000,credit_card,10000,13.58
105000,home_improvement,10000,20.39
46000,credit_card,10000,9.44
35000,debt_consolidation,10000,6.08
60000,debt_consolidation,11000,7.96
100000,debt_consolidation,25000,15.05
30000,credit_card,4800,7.96
30000,debt_consolidation,2000,9.44
53500,debt_consolidation,12000,11.99
47000,debt_consolidation,29975,20
100000,debt_consolidation,21050,13.59
92000,debt_consolidation,19000,21.85
62000,home_improvement,5000,16.01
100000,credit_card,30000,19.42
190000,debt_consolidation,28550,9.93
64000,debt_consolidation,22400,10.91
85000,credit_card,25000,6.72
48000,home_improvement,7000,6.07
60000,debt_consolidation,20000,24.85
65000,credit_card,10000,6.72
80000,debt_consolidation,28000,5.31
129600,debt_consolidation,14400,9.44
53000,debt_consolidation,18000,19.03
85000,debt_consolidation,20000,10.9
72000,home_improvement,10000,20.39
77856,home_improvement,10400,9.43
240000,debt_consolidation,19200,9.43
72000,debt_consolidation,25000,12.61
50000,credit_card,5000,14.07
82000,debt_consolidation,18000,17.47
75000,debt_consolidation,15000,6.72
90000,credit_card,28000,10.91
50000,debt_consolidation,17000,21.45
101851,debt_consolidation,25000,15.05
60000,debt_consolidation,12000,16.02
90000,debt_consolidation,40000,9.93
52499.2,debt_consolidation,12000,21.45
60000,debt_consolidation,6600,17.09
91200,debt_consolidation,16000,10.41
75000,debt_consolidation,20000,21.45
185000,debt_consolidation,27300,26.77
120000,credit_card,35000,7.97
80000,debt_consolidation,7000,16.02
75000,credit_card,22000,17.09
90000,home_improvement,1125,18.06
64449,debt_consolidation,10000,17.09
75000,credit_card,20000,16.02
73364,credit_card,10000,17.09
60000,home_improvement,6000,6.07
107000,debt_consolidation,16000,6.72
154000,debt_consolidation,35000,6.72
55584,debt_consolidation,13775,13.59
96821.31,debt_consolidation,21600,18.45
80000,debt_consolidation,40000,9.93
30000,debt_consolidation,10000,13.59
92000,credit_card,35000,17.47
189000,debt_consolidation,30000,23.88
26000,debt_consolidation,6300,16.01
120000,debt_consolidation,30000,18.06
30000,debt_consolidation,5700,9.93
150000,debt_consolidation,16000,19.03
70000,credit_card,20000,9.92
68000,debt_consolidation,35000,19.03
42000,debt_consolidation,5000,11.99
79300,debt_consolidation,5500,18.06
119000,credit_card,28000,24.85
110000,debt_consolidation,2400,13.58
61300,debt_consolidation,7200,10.41
90000,home_improvement,12000,9.44
142000,credit_card,12000,6.72
73000,debt_consolidation,10000,7.34
60000,credit_card,7000,15.05
85000,credit_card,30000,7.97
24480,debt_consolidation,12000,15.05
50000,debt_consolidation,12000,13.58
55000,credit_card,8400,7.97
90000,debt_consolidation,30000,9.93
50000,credit_card,15000,7.35
52000,debt_consolidation,12000,9.44
35000,credit_card,5000,10.9
50000,home_improvement,6600,10.91
77000,debt_consolidation,12500,17.09
101500,credit_card,22000,14.07
65000,debt_consolidation,10000,18.45
190000,home_improvement,35000,7.97
55523.24,home_improvement,10000,7.34
94000,debt_consolidation,30000,11.99
68000,debt_consolidation,16000,18.45
45000,debt_consolidation,15000,5.31
45000,credit_card,10000,10.9
60000,credit_card,12500,5.32
55000,home_improvement,3600,6.72
75000,debt_consolidation,26600,9.93
70000,debt_consolidation,24000,19.42
43000,debt_consolidation,19000,21.85
42000,credit_card,10000,15.05
50000,debt_consolidation,10800,18.06
43000,debt_consolidation,6000,13.58
49000,debt_consolidation,19200,19.03
96000,home_improvement,34000,9.92
41000,debt_consolidation,15850,9.93
90000,debt_consolidation,10000,15.05
75000,home_improvement,3600,15.05
56000,debt_consolidation,20000,7.97
60000,debt_consolidation,22400,17.09
40000,debt_consolidation,10000,9.92
50000,debt_consolidation,20000,21.45
82000,debt_consolidation,7500,25.82
85000,home_improvement,35000,18.45
58000,debt_consolidation,6000,9.93
75000,debt_consolidation,12000,10.9
96000,debt_consolidation,7500,11.99
70000,credit_card,25000,6.72
43000,debt_consolidation,15000,13.59
34000,debt_consolidation,24450,18.45
65000,credit_card,8000,7.97
100000,debt_consolidation,40000,10.42
80000,debt_consolidation,10000,10.41
49623,debt_consolidation,10400,20
41000,credit_card,10000,6.72
94000,debt_consolidation,5000,9.43
64000,credit_card,16000,28.72
60000,debt_consolidation,20000,9.93
61000,debt_consolidation,8000,6.71
120000,home_improvement,27000,19.03
44000,credit_card,12000,10.91
30000,debt_consolidation,10000,5.31
70000,credit_card,6600,9.92
45000,debt_consolidation,14000,17.09
85000,debt_consolidation,20000,16.02
190000,credit_card,35000,13.59
70000,debt_consolidation,18000,17.09
42000,debt_consolidation,20000,21.45
80000,debt_consolidation,21000,10.42
80000,debt_consolidation,30000,16.02
110000,debt_consolidation,25000,11.99
180000,credit_card,15000,9.93
71000,credit_card,7200,10.91
38000,debt_consolidation,10000,20.39
60000,debt_consolidation,6000,7.34
82000,debt_consolidation,25000,6.08
55000,credit_card,12000,7.34
45700,debt_consolidation,17400,10.41
60000,debt_consolidation,11200,10.41
21600,debt_consolidation,10000,15.05
55000,debt_consolidation,20000,20
45000,home_improvement,5500,6.72
40000,debt_consolidation,25000,13.58
60000,credit_card,25000,7.35
33000,debt_consolidation,13200,19.03
54000,debt_consolidation,3000,13.58
80000,debt_consolidation,30000,13.59
26000,debt_consolidation,12000,26.3
35000,credit_card,10000,19.42
35600,debt_consolidation,3500,6.72
50000,debt_consolidation,10000,21.85
206000,debt_consolidation,35000,7.97
53000,debt_consolidation,3000,10.9
32344,debt_consolidation,7500,18.45
72000,debt_consolidation,2000,19.03
40000,debt_consolidation,25000,13.58
69351,debt_consolidation,15000,19.03
58000,credit_card,28000,20.39
62500,home_improvement,4000,7.96
75000,credit_card,17000,9.44
75250,debt_consolidation,16000,10.91
75000,debt_consolidation,15000,11.99
119016,home_improvement,27575,17.47
92000,home_improvement,20000,6.07
94000,credit_card,35000,14.07
130000,debt_consolidation,17325,15.05
64660,debt_consolidation,30000,16.01
45000,debt_consolidation,28000,16.02
92000,debt_consolidation,16000,21.45
70000,debt_consolidation,15000,30.79
143000,credit_card,12000,7.34
120000,credit_card,8500,15.05
60000,credit_card,10000,10.9
50000,debt_consolidation,12000,16.01
60000,credit_card,20000,28.72
88000,credit_card,10000,28.72
60000,debt_consolidation,15000,7.35
40000,debt_consolidation,6300,7.34
120000,debt_consolidation,20000,11.99
220000,credit_card,30000,7.34
45000,debt_consolidation,15000,11.99
75000,debt_consolidation,21000,10.42
65000,credit_card,20000,19.03
60000,debt_consolidation,8500,6.07
51754,credit_card,2500,9.93
110000,debt_consolidation,25000,10.42
50400,credit_card,10000,16.02
55000,debt_consolidation,20000,17.09
93700,credit_card,8000,5.31
117000,credit_card,35000,5.31
47757,debt_consolidation,23000,13.58
79000,credit_card,3300,5.31
65000,debt_consolidation,14000,9.44
125000,credit_card,20000,10.91
138000,home_improvement,14400,11.99
107000,debt_consolidation,28000,15.05
46000,credit_card,10000,7.96
85000,debt_consolidation,16000,21.85
77500,debt_consolidation,35000,16.01
65000,debt_consolidation,30000,11.99
54000,credit_card,9125,15.05
80000,debt_consolidation,25000,16.02
70000,debt_consolidation,40000,7.97
20000,home_improvement,3600,11.99
24000,debt_consolidation,16000,13.59
75000,credit_card,10000,5.32
91000,debt_consolidation,15000,7.35
92000,debt_consolidation,27000,7.97
46000,debt_consolidation,10000,7.97
90000,debt_consolidation,10000,21.45
40059.96,debt_consolidation,8000,16.01
37000,debt_consolidation,10000,16.02
59000,debt_consolidation,14000,19.42
61000,debt_consolidation,10000,10.41
110000,credit_card,35000,10.9
48000,debt_consolidation,9800,6.08
98000,credit_card,20000,18.06
53000,debt_consolidation,6000,11.98
75000,debt_consolidation,20000,7.97
59000,debt_consolidation,22000,10.9
65000,credit_card,8000,6.71
45000,debt_consolidation,12000,15.05
45000,debt_consolidation,15000,19.03
245000,debt_consolidation,40000,9.44
90000,credit_card,20000,7.97
27480,debt_consolidation,3200,16.01
96000,debt_consolidation,34000,15.05
125000,debt_consolidation,35000,16.02
72000,debt_consolidation,40000,9.92
56000,debt_consolidation,24000,22.9
90000,debt_consolidation,27000,5.32
90000,debt_consolidation,10000,23.87
72000,debt_consolidation,25000,9.44
42000,credit_card,13500,13.58
65000,credit_card,10000,5.31
76500,debt_consolidation,30000,9.43
59000,debt_consolidation,8000,15.04
84362,debt_consolidation,10000,17.47
70000,debt_consolidation,26400,9.43
87500,home_improvement,16000,9.92
112000,credit_card,6000,11.99
195000,debt_consolidation,35000,13.59
100000,debt_consolidation,12000,17.09
27500,debt_consolidation,6500,7.97
82500,credit_card,15000,9.43
44000,debt_consolidation,20000,11.98
128000,debt_consolidation,40000,11.99
44000,home_improvement,7200,14.08
48000,credit_card,11000,7.97
31600,debt_consolidation,5400,15.04
145000,credit_card,27000,7.97
100000,credit_card,14800,9.92
40000,debt_consolidation,6000,18.45
32248.24,credit_card,10000,16.02
83000,debt_consolidation,34000,13.59
50000,home_improvement,24000,13.59
92000,debt_consolidation,15000,7.35
55213,credit_card,9000,14.07
35000,debt_consolidation,12500,18.45
48000,credit_card,6000,6.72
60000,credit_card,20000,9.92
198000,debt_consolidation,35000,15.05
54625,credit_card,16000,5.31
72000,debt_consolidation,25000,7.34
66000,debt_consolidation,26500,18.45
60000,credit_card,13000,7.34
75000,credit_card,10000,9.44
120000,credit_card,11200,26.77
100000,home_improvement,6000,6.71
42600,debt_consolidation,6000,15.05
46000,debt_consolidation,25000,17.47
56000,debt_consolidation,10000,21.45
55000,credit_card,20000,9.93
71000,debt_consolidation,16000,10.41
93000,credit_card,25000,11.99
68000,debt_consolidation,8000,7.96
60000,debt_consolidation,16000,13.58
38000,debt_consolidation,15000,15.04
72000,debt_consolidation,14400,11.99
125000,debt_consolidation,12000,19.03
30000,credit_card,5000,11.99
48000,debt_consolidation,4000,14.07
65500,debt_consolidation,28000,16.02
37200,credit_card,14400,18.06
92000,debt_consolidation,20000,20
49500,debt_consolidation,12500,6.71
32000,debt_consolidation,14000,13.59
82000,debt_consolidation,35000,16.02
48000,debt_consolidation,9000,21.85
38000,debt_consolidation,8500,14.08
25000,debt_consolidation,3000,7.34
37500,credit_card,1800,10.41
65000,debt_consolidation,9000,21.85
95000,debt_consolidation,35925,5.32
46000,debt_consolidation,6700,14.08
111000,credit_card,25000,7.35
95000,debt_consolidation,23000,11.98
62000,debt_consolidation,13600,19.03
65000,debt_consolidation,20000,25.81
50000,credit_card,15000,7.35
75000,credit_card,16000,7.35
43000,credit_card,24000,26.3
73000,debt_consolidation,17000,7.35
128500,debt_consolidation,18000,9.93
59000,home_improvement,21675,13.58
350000,debt_consolidation,35000,10.42
52000,debt_consolidation,17450,13.58
73000,debt_consolidation,20000,9.44
196000,credit_card,28000,15.05
51000,debt_consolidation,18000,18.06
88500,credit_card,26450,16.01
108000,debt_consolidation,18000,19.03
73000,debt_consolidation,10000,5.31
97000,debt_consolidation,35000,6.08
35000,debt_consolidation,12000,17.47
99000,debt_consolidation,25000,6.08
85441,credit_card,15000,10.91
40000,debt_consolidation,10000,9.44
72000,debt_consolidation,24000,15.05
52000,debt_consolidation,6000,7.97
155000,home_improvement,25000,7.35
90000,home_improvement,6000,7.97
96000,credit_card,34000,9.92
45000,debt_consolidation,14000,14.07
22000,credit_card,10000,22.91
55000,debt_consolidation,15000,28.72
45000,credit_card,10000,10.42
76000,debt_consolidation,20000,23.87
124500,debt_consolidation,33600,9.93
140000,debt_consolidation,12000,13.59
110000,debt_consolidation,10000,16.02
65000,debt_consolidation,12000,17.47
90000,debt_consolidation,24000,6.07
76500,credit_card,8000,9.44
52250,credit_card,10000,10.9
80000,debt_consolidation,25000,30.79
38000,debt_consolidation,24000,26.77
80000,home_improvement,20000,18.06
60000,debt_consolidation,30000,20
35000,debt_consolidation,5000,11.99
85000,credit_card,35000,12.61
69000,credit_card,14400,5.31
125000,debt_consolidation,28000,15.04
80000,credit_card,16000,19.42
30000,credit_card,9000,10.91
80000,credit_card,16000,15.05
31000,debt_consolidation,10000,16.01
230000,debt_consolidation,35000,20.39
77000,credit_card,18000,10.42
105000,credit_card,20000,11.98
40000,credit_card,10000,18.45
50000,home_improvement,10000,11.99
36000,credit_card,10000,7.96
105000,debt_consolidation,27000,10.91
65000,home_improvement,22000,11.99
65000,debt_consolidation,25000,14.07
65000,debt_consolidation,5000,16.01
55000,debt_consolidation,12475,25.82
325000,debt_consolidation,34750,6.72
33480,debt_consolidation,8975,15.05
62628,home_improvement,5700,7.97
116000,home_improvement,15000,9.92
54000,debt_consolidation,14300,13.58
31000,debt_consolidation,23000,20
56000,debt_consolidation,30000,26.77
120000,debt_consolidation,35000,13.59
83600,debt_consolidation,14400,16.01
115000,debt_consolidation,25000,6.72
100000,debt_consolidation,29150,11.99
102000,debt_consolidation,39400,15.05
119216,credit_card,20000,7.34
90000,debt_consolidation,10000,7.97
125000,debt_consolidation,12000,14.07
35000,credit_card,12000,11.99
50000,debt_consolidation,20000,15.04
27000,debt_consolidation,7200,13.59
37000,credit_card,10000,6.72
60000,credit_card,12000,11.99
110000,debt_consolidation,22000,9.92
50000,debt_consolidation,7500,19.03
144000,credit_card,25000,6.08
100000,debt_consolidation,27000,7.35
74000,debt_consolidation,25000,19.42
70000,debt_consolidation,15800,19.42
57000,debt_consolidation,10000,19.03
37000,debt_consolidation,6000,10.91
96000,debt_consolidation,37200,9.44
125000,credit_card,30000,11.99
45000,debt_consolidation,16000,15.05
48000,debt_consolidation,18000,21.85
155000,credit_card,12000,9.44
38168,debt_consolidation,5900,11.98
80000,debt_consolidation,15000,19.42
89000,debt_consolidation,16000,7.35
100000,credit_card,18000,9.93
155000,debt_consolidation,22325,17.09
72135,debt_consolidation,30000,11.98
65000,debt_consolidation,25000,20.39
135000,debt_consolidation,20000,5.32
64000,debt_consolidation,14400,7.97
85000,home_improvement,18000,19.42
40000,credit_card,18000,7.35
55000,debt_consolidation,15000,18.45
109000,credit_card,15200,9.43
85800,debt_consolidation,20000,10.41
54000,debt_consolidation,6000,10.91
98000,debt_consolidation,20000,24.85
60000,home_improvement,4000,13.59
73000,home_improvement,7000,11.99
56000,debt_consolidation,24000,9.93
155000,debt_consolidation,16050,16.01
104000,debt_consolidation,13500,19.03
60000,credit_card,4400,7.97
39000,debt_consolidation,9000,9.93
63000,credit_card,15000,18.06
45000,debt_consolidation,1500,19.42
44000,credit_card,10500,7.96
134000,credit_card,19200,14.07
70000,credit_card,21000,9.92
110000,debt_consolidation,20000,21.45
39000,credit_card,6000,6.71
41000,debt_consolidation,6000,9.93
75000,debt_consolidation,30000,24.84
20000,debt_consolidation,5000,11.98
38000,credit_card,10000,11.99
37440,debt_consolidation,20000,21.45
50000,debt_consolidation,24000,16.02
60000,credit_card,25000,7.35
69900,credit_card,21000,10.42
63000,debt_consolidation,18000,17.09
35000,debt_consolidation,6400,20.39
70000,credit_card,10800,13.58
40000,credit_card,2200,13.59
65000,debt_consolidation,10000,7.34
60000,debt_consolidation,18000,19.03
50000,debt_consolidation,12000,24.84
85000,debt_consolidation,12000,9.93
56000,credit_card,7500,10.42
50000,debt_consolidation,15000,11.99
55000,credit_card,2500,17.09
42000,debt_consolidation,9000,11.98
45000,debt_consolidation,10000,9.44
57000,debt_consolidation,11000,9.93
50000,credit_card,14000,19.03
70000,credit_card,35000,12.61
140000,credit_card,10000,5.31
48000,debt_consolidation,24000,17.09
58734,credit_card,13000,11.98
115000,credit_card,20000,6.07
120000,debt_consolidation,21000,7.35
68000,credit_card,21000,16.02
68000,credit_card,2000,11.99
40000,debt_consolidation,16000,18.45
126000,credit_card,20000,7.35
44000,debt_consolidation,14000,7.97
46000,debt_consolidation,5000,16.02
150000,debt_consolidation,15000,9.44
49000,debt_consolidation,16000,10.41
75000,debt_consolidation,8000,10.91
165000,debt_consolidation,25000,11.99
69000,debt_consolidation,10000,15.05
100000,debt_consolidation,30000,20.39
41000,credit_card,8000,6.08
100000,debt_consolidation,24000,24.85
146000,credit_card,25000,6.07
150000,credit_card,14000,11.99
75000,credit_card,10000,13.59
42000,debt_consolidation,9500,14.08
54000,debt_consolidation,10000,5.32
30000,debt_consolidation,10000,6.72
40000,credit_card,18000,7.34
47000,debt_consolidation,10400,18.45
